shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 732,Carretto family papers,"Document between Genoa and Marquis Antonio del Carretto (Folder 1), f. i recto|Investiture from Genoa to Galeotto de Carretto, 1429 (Folder 2), f. 1r|Investiture from Genoa to Galeotto de Carretto, 1451 (Folder 3), f. 1r|Correspondence with Petrus de Campofregoso (Folder 4), f. 1r|Summary of compositiono (Folder 5), f. 1r|Correspondence with Philip IV (Folder 6), f. 53r|Brief history of Finale (Folder 7), f. 1r|Letter from Antonio Boccanegra to Scipione del Carretto (Folder 8), f. 1r","Carretto family|Campofregoso, Petrus de, Duke of Genoa|Carretto, Antonio del, Marquis|Carretto, Galeotto del, Marquis|Carretto, Scipione del|Credentia, Jacobus de|Credentia, Nicolaus de|Credentia, Thomas de, Chancellor|Francesco Sforza, Duke of Milan, 1401-1466","In Latin, with some documents in Italian",lat|ita,"",""
