shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 15250,"Tana""kh (תנ""ך)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Joshua|Judges|Samuel|Kings|Isaiah|Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah Jonah|Micah|Nahum|Habakuk|Zephaniah|Hagai|Zechariah|Malachi|Ruth|Psalms|Job|Proverbs|Ecclesiastes|Song of Songs|Lamentations|Daniel|Esther|Ezra|Chronicles,"",Hebrew,he,"","Catalonia, Spain"
