shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Oversize 22,Governmental and commercial documents and correspondence in Ottoman Turkish.,[Document regarding a school for orphans]|[Waqf contract terms]|[Letter regarding the black market (ihtikar)]|[Petition about concubines]|[Waqf register and calculations]|[Petition about grave remains]|[Marriage certificate]|[Water regulation complaint]|[Tax collection order]|List in English|Re: Item 2|Re: Item 9,"",Ottoman Turkish,ota,A.H. 1201-1264 (1787-1848),""
