shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1065,Bible,"Prologue, f. 1r|Genesis, f. 3v|Exodus, f. 18r|Leviticus, f. 30v|Numbers, f. 38r|Deuteronomy, f. 49r|Joshua, f. 58r|Judges, f. 64v|Ruth, f. 71r|Prologue, f. 72r|Kings 1, f. 72v|Kings 2, f. 81r|Kings 3, f. 88r|Kings 4, f. 95v|Prologue, f. 103r|Chronicles 1, f. 103r|Chronicles 2, f. 109v|Prologue, f. 117v|Ezra, f. 118r|Nehemiah, f. 120r|Tobias, f. 123v|Judith, f. 126r|Esther, f. 129r|Job, f. 131v|Psalms, f. 137v|Interpretationes Hebraicorum nominum, f. 151v|Proverbs, f. 173r|Ecclesiastes, f. 178v|Song of Solomon, f. 180v|Wisdom, f. 181v|Ecclesiasticus, f. 185v|Isaiah, f. 197r|Jeremiah, f. 211v|Lamentations, f. 228v|Baruch, f. 230r|Ezekiel, f. 232v|Prologue, f. 248v|Daniel, f. 249r|Prologue, f. 255v|Hosea, f. 256r|Joel, f. 258r|Amos, f. 259r|Obadiah, f. 260v|Jonah, f. 260v|Micah, f. 261r|Nahum, f. 262v|Habakkuk, f. 263r|Zephaniah, f. 263v|Haggai, f. 264v|Zechariah, f. 265r|Malachi, f. 267v|Maccabees 1, f. 268r|Maccabees 2, f. 277v|Matthew, f. 285r|Prologue, f. 294r|Mark, f. 294v|Luke, f. 300r|John, f. 310r|Acts of the Apostles, f. 317r|James, f. 327r|Peter 1, f. 328r|Peter 2, f. 329r|John 1, f. 329v|John 2, f. 330v|John 3, f. 330v|Jude, f. 331r|Romans, f. 331r|Corinthians 1, f. 335r|Corinthians 2, f. 338v|Galatians, f. 341r|Ephesians, f. 342v|Philippians, f. 344r|Colossians, f. 344v|Laodiceans, f. 345v|Thessalonians, f. 345v|Thessalonians 2, f. 346v|Timothy 1, f. 347r|Timothy 2, f. 348r|Titus, f. 348v|Philemon, f. 349r|Hebrews, f. 349r|Apocalypse, f. 352r","",Latin,lat,between 1240 and 1250,England?
