shelfmark,title,additional_titles,authors,language,language_codes,date,place
89.52.1,Log of the ship United States,"Inscription: Tacy A. Neir|Poem, by W.W.|Log Book of the Ship United States of Philadelphia Anno Domoni Beginning 1829|Havanna, November 17, 1829|Ship United States Laying In Havanna, November 26, 1829|From Havanna towards Gibralter, December 18, 1829|From Cadiz towards Trieste, April 18, 1830|Commendations|Commendations","",Primary language: English.,eng,From 1829 to 1830,Havana (Cuba)
