shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis O 90,Tuḥfah-ʼi Shāhidī.|[تحفۀ شاهدى],[Tuḥfah-ʼi Shāhidī].,"Shāhidī Dadah Mughlavī, Ibrāhīm ibn Ṣāliḥ, 1470 or 1471-1550 or 1551",Persian and Ottoman Turkish,per|ota,1216 A.H. (1801 or 1802),Turkey?
