shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 476,"Albrecht family photograph album and diaries, 1888-1889.","February 4, 1888|February 6, 1888|February 8, 1888|February 9, 1888|February 10, 1888|February 11-12, 1888|February 13, 1888|February 14, 1888|February 16-19, 1888|February 20-22, 1888|February 23-28, 1888|February 29, 1888|March 1-2, 1888|March 3, 1888|March 4-5, 1888|March 6, 1888|March 7-13, 1888|March 14-16, 1888|March 17-18, 1888|March 19-20, 1888|March 21, 1888|March 22, 1888|March 23, 1888|March 24, 1888|March 25-27, 1888|March 28, 1888|March 29-31, 1888|April 1, 1888|April 2-5, 1888|April 6-8, 1888|April 9-12, 1888|April 13-14, 1888|April 15, 1888|April 16-21, 1888|April 22-24, 1888|April 25-27, 1888|April 28, 1888|April 29-30, 1888|May 1-5, 1888|May 6-9, 1888|May 10-15, 1888|May 16, 1888|May 17-18, 1888|May 19, 1888|May 20-25, 1888|May 26, 1888|May 27-29, 1888|May 30-31, 1888|June 1, 1888|June 2, 1888|June 3-5, 1888|June 6, 1888|June 7, 1888|June 8, 1888|June 9, 1888|June 10, 1888|June 11, 1888|June 12, 1888|June 13, 1888|June 14-17, 1888|June 18-19, 1888|June 20-21, 1888|June 22, 1888|June 23, 1888|June 24-28, 1888|June 29, 1888|July 1-2, 1888|July 3, 1888|July 4, 1888|July 5, 1888|July 6, 1888|July 7, 1888|July 8, 1888|July 9, 1888|July 10, 1888|July 11, 1888|July 12, 1888|July 14, 1888|July 14, 1888|July 15, 1888|July 16, 1888|July 17, 1888|July 18, 1888|July 19, 1888|July 20, 1888|July 21, 1888|July 22, 1888|July 23, 1888|July 24, 1888|July 26, 1888|""List of food consumed from July 3 to 25, 1888""|""Itinerary, July 3-21, 1888""|July 27-28, 1888|July 29-30, 1888|July 31, 1888|August 1, 1888|August 2, 1888|August 3, 1888|August 4, 1888|August 5, 1888|August 6-7, 1888|August 8-13, 1888|August 14-21, 1888|August 25, 1888|Photograph Album|Obituary, Emil P. Albrecht|Letter, 22 July 1982","",Primary language: English.,eng,"February-August 1888, 1931, 1982",Japan
