shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 173,La Filis,"[Introductory poems, list of cantos, f. 1r|El naufragio, f. 5r|Las ruinas, f. 21r|Los affectos, f. 35r|Las selvas, f. 54r|Los zelos, f. 71r|La soledad, f. 93r|Las lagrimas, f. 104r|Las armas, f. 120r|Los extremos, f. 123r|Los suspiros [incomplete], f. 141r|Argumentos dos cantos deste poema da Filis, f. 145r","","Text in Spanish, introductory material (f. 1r-3r) and concluding note (f. 147r) in Portuguese",spa|por,circa 1800,""
