shelfmark,title,additional_titles,authors,language,language_codes,date,place
"Islamic Manuscripts, Third Series no. 584e","Letters and documents, 1106-1497",Item 1|Item 2|Item 3|Item 4|Item 5|Item 6|Item 7|Item 8|Item 10|Item 11|Item 12|Item 14|Item 15|Item 16|Item 17|Item 18|Item 19|Item 20a|Item 20b|Item 21|Item 22a|Item 22b|Item 23|Item 24|Item 25|Item 27|Item 28|Item 30|Item 31|Item 32|Item 33|Item 34|Item 35|Item 36|Item 37|Item 38|Item 39|Item 40|Item 41|Item 42|Item 43|Item 44,"Michaeliʹdes, George Anastase, 1900-1973","",ara,between 11-- and 14--,Egypt
