shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 960 Item 6,Kitāb al-Raḥmah fī al-ṭibb wa-al-ḥikmah|كتاب الرحمة في الطب والحكمة،,"Kitāb al-Raḥmah fī al-ṭibb wa-al-ḥikmah|Qaṣīdah ʻalá al-ṭibb|Qāla Masīḥ ibn al-Ḥakīm, iʻtalla Amīr al-Muʼminīn Hārūn al-Rashīd|Kalām ʻalá al-ṭabāyiʻ al-arbaʻah al-murakkabah fī al-insān|Dawāʼ lil-ḥikkah wa-al-sawdāʼ wa-al-nār al-fārisīyah wa-li-jamīʻ mā yakhruju min laḥm Banī Adam|ʻIlāj al-taṣrīf alladhī yatawalladu fī al-ʻunuq yuqālu la-hu al-mabsūṭ|Tafsīr al-aʻshāb al-qarḥāʼ","Ṣubunrī, Mahdī ibn ʻAlī, -approximately 1412 or 1413",In Arabic,ara,"",""
