shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 679,"Reports, letters, discourses and treaties","Index, f. i recto","Vannozzi, Bonifazio|Caetani, Enrico, 1550-1599|Ferdinando I, Grand-Duke of Tuscany, 1549-1609|Rudolf II, Holy Roman Emperor, 1552-1612|Bianchetti, Lorenzo|Tamasci, Joan","",ita,1597-ca. 1606,Italy
