shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 26896,Maḥzor (מחזור),"The first part of shaḥarit for the sabath and
          								festivals|Services for Shabat, Ḥanukah, and the special
          								pericopes|Yotser for the pericope of the month|Services for Pesaḥ|Services for Shavu῾ot|Services for the ninth of Av","",Hebrew,he,"",Germany
