shelfmark,title,additional_titles,authors,language,language_codes,date,place
Harley MS 5686,Maḥzor,Services for week-days|Services for Shabat|Services for Rosh ḥodesh|Services for Pesaḥ|Shevaḥot|Services for Shavu῾ot|Seder Ta῾anit|Seder ha-ma῾amadot|Services for Rosh ha-shanah|Services for Yom Kipur|Piyuṭim for Ta῾anit|Services for Sukot|Poetical pieces|The Five Scrolls|Pirḳe avot|The benedictions for hafṭarot|Sefer Tahanunim ספר תחנונים|Psalms and various litugical texts,"",Hebrew,he,"","Italy, N. (Reggio di Emilia). Part I: Italy, N. (Reggio di Emilia) Part II: Italy, N. (Bologna) Part III: Italy."
