shelfmark,title,additional_titles,authors,language,language_codes,date,place
1945‑65‑1,La cité de dieu (The City of God),[Dedication]|[Prologue]|[Chapter headings for Book 1]|[Retractations]|[Book 1]|[Chapter headings for Book 2]|[Book 2]|[Chapter headings for Book 3]|[Book 3]|[Chapter headings for Book 4]|[Book 4]|[Chapter headings for Book 5]|[Book 5],"",Middle French (ca. 1400-1600),frm,"","Paris, France"
