shelfmark,title,additional_titles,authors,language,language_codes,date,place
X892.88 M892,Hāz̲ā kitāb Sirāj al-munīr. ʻAqāyid al-nisā.|هذا کتاب سراج المنير. عقايد النسا,Hāz̲ā kitāb Sirāj al-munīr.|ʻAqāyid al-nisā.|[unidentified leaf],"Muḥammad al-Sharīf ibn Muḥammad, 1593-|Khvānsārī, Jamāl al-Dīn, -1713?",Persian,per,between 1825 and 1830?,""
