shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 498,Tsurat ha-arets ... etc.,"Partial copy of Tsurat ha-arets, f. 1r|Abridgement of Tsurat ha-arets, f. 67r|Shesh kenafayim, f. 79r|Keli ha-itst?rolav, f. 134r|?Iyyun ha-kokhavim ha-meshartim, f. 148r|Diagrams, f. 197r|Keli ha-neh?oshet, f. 199r","Abraham bar Hiyya Savasorda, ca. 1065-ca. 1136|Bonfils, Immanuel ben Jacob, 14th cent|Ibn al-Ṣaffār, Abū al-Qāsim Aḥmad ibn ʻAbd Allāh, d. 1035|Peurbach, Georg von, 1423-1461|Ibn Ezra, Abraham ben Meïr, 1089-1164",Hebrew,heb,ca. 1542-1599,Gratz?
