shelfmark,title,additional_titles,authors,language,language_codes,date,place
BV 51,Khamsah.|خمسه,Khamsah.|Haft paykar,"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",Persian,per,between 1405 and 1414?,"Shiraz, Iran"
