shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 2,De consolatione philosophiae; De mirabilis mundi; Grammatical treatise ?; Unidentified theological treatise; Miscellany,"Text from unidentified grammatical treatise?|Pseudo-Albertus Magnus, De mirabilis mundi with exposition and gloss|Boethius, De consolatione philisophiae with exposition and gloss|Text from unidentified theological treatise","",Latin,lat,"",Germany
