shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 29,"Chew Breviary, Use of Poitiers",Calendar of Poitiers|Temporal from Advent through the twenty-third Sunday after Pentecost|Common of the Dedication of a Church|Suffrages|Morning Blessings|Liturgical Psalter|Canticles|Litany|Prayers and Suffrages,"",Latin,lat,"",France
