shelfmark,title,additional_titles,authors,language,language_codes,date,place
9,Biblia,"Ash Wednesday sermons (Innocent III, partial)|Letter of Jerome to Ambrose|Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Joshua|Judges|Ruth|1 Kings|2 Kings|3 Kings|4 Kings|1 Chronicles|2 Chronicles|Ezra|Esther|Tobit|Judith|1 Maccabees|2 Maccabees|Psalms|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakkuk|Zephaniah|Haggai|Zechariah|Malachi|Isaiah|Jeremiah|Lamentations|Ezekiel (partial)|Daniel (partial)|Job|Capitula, Proverbs|Letter of Prester John|Proverbs|Ecclesiastes|Song of Songs|Wisdom|Ecclesiasticus|Prologue to the Gospels (partial)|Matthew (partial)|Mark|Luke|John|Acts|James|1 Peter|2 Peter|1 John|2 John|3 John|Jude|Prologues to the Catholic Epistles|Romans|1 Corinthians|2 Corinthians|Galatians|Ephesians|Philippians|Colossians|1 Thessalonians|2 Thessalonians|1 Timothy|2 Timothy|Titus|Philemon|Hebrews|Apocalypse|Commentary on 1 Corinthians (Peter Lombard, excerpt)|Interpretationes Hebraicorum nominum|Hebrew and Greek alphabets","",Latin,lat,"",England
