shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize LJS 234,Liber phisicorum sive auditus phisici,"[Liber primus], f. 1r|Liber secundus, f. 13r|Liber tertius, f. 24r|Liber quartus, f. 33r|Liber quintus, f. 50v|Liber sextus, f. 57v|Liber septimus, f. 69v|[Liber octavus], f. 75v","Albertus, Magnus, Saint, 1193?-1280",Latin,lat,before 1349,France
