shelfmark,title,additional_titles,authors,language,language_codes,date,place
"SC MS 0281, Box 4, Folder 1, Item 2",Estelle Johnston Diaries,1 January 1947|1 February 1947|1 March 1947|1 April 1947|1 May 1947|Newspaper clippings|1 June 1947|1 July 1947|1 August 1947|1 September 1947|1 October 1947|1 November 1947|1 December 1947,"",Primary language: English.,eng,1947,"Bethlehem, Pennsylvania"
