shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lehigh Codex 14,Varii artis veterinariae scriptores graeci,[Liber primus]|Veterinariae medicinae liber secundus|Artis veterinariae liber iii,"",Latin,lat,"",France
