shelfmark,title,additional_titles,authors,language,language_codes,date,place
Gaster Hebrew MS 1482,Sefer ha-Peli'ah Book of Wonder,Fragment of Maimonides' Sefer ha-Mitsvot used as a pastedown|Sefer ha-Peli'ah [ff.1a-184a]|Index of biblical verses [184a-190a]|Index of rabbinic passages [190a-191b]|Index of subjects [191b-194a]|Book of homonyms [195a-198a]|Fragment of Maimonides' Sefer ha-Mitsvot used as a pastedown,"",Hebrew,heb,"",Israel?
