shelfmark,title,additional_titles,authors,language,language_codes,date,place
BV 68,al-Ḥawḍ.|[الحوض],al-Naṣīḥah|Baḥr al-Dumūʿ|al-Ḥawḍ,"Hawzālī, Muḥammad ibn ʻAlī, -1748 or 1749|Hawzālī, Muḥammad ibn ʻAlī, -1748 or 1749|Hawzālī, Muḥammad ibn ʻAlī, -1748 or 1749",Tashelhit / Shilha,ber,1794,Morocco
