shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 750,Sacramental handbook,"Summa confessorum, f. 1r|Aures versifice, f. 18r|Versus de facetia mensae, f. 18v|Modus confitendi, f. 21r|Two poems, f. 37r|Queritur utrum pena mortis diminuat, f. 37v|Sex documenta homini morituro multum necessaria et utilia in fine vitae, f. 39v|Vocavit multos, f. 43v|Speculum manuale sacerdotum, f. 45r|Tractatus de sacramentis, f. 53r|Summa poenitentialis, f. 84r|Speculum manuale sacerdotum, f. 124r|Sermones de B. Maria, f. 135r|De mensibus anni, f. 144r|Sermones de praecipuis festivitatibus collecti, f. 147r|De decem preceptis, f. 189r|Preambula communicationis, f. 211r|De VI signorum, f. 211v|Sompniales Danielis prophetes, f. 214v|Infans si natus fuerit in die dominico, f. 217v|Sermones varii et exempla, f. 218r|Fundamentum puerorum, f. 255r|Compotus ecclesiasticus, f. 265r|Sermones, f. 279r|Questio, f. 289r|Prayers, miscellany, f. 292v|Notabilia varia et sermones, f. 296r","Thomas, von Erfurt, 14th century|Escobar, Andrés de, d. ca. 1431|Frédol, Bérenger, d. 1323|Hermannus, de Schildiz|Johannes, von Freiburg, d. 1314","Latin, with a few lines in German",lat|ger,between 1370 and 1499,Germany
