shelfmark,title,additional_titles,authors,language,language_codes,date,place
PHS.TennentSermons109,"Gilbert Tennent sermons 109, ""De amore Dei in redemptione per mortem Christi"" (On God's love in the redemption by Christ's death), 1748 or 1749","","",English,eng,"",United States
