shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 18690,Maḥzor (מחזור),Services for the week-days|Services for sabbath|Additional portions|Prayers for festivals|Hagadah for Passover|Pirḳe avot|Ma῾aseh ha-Torah|Targum yerushalmi|Benedictions|Hilkhot sheḥitah|Calendar|Moreh nevukhim|Sheloshah ῾asar ῾iḳarim,"",Hebrew,he,"",Provence
