shelfmark,title,additional_titles,authors,language,language_codes,date,place
SC MS 0014 1.06,"William L. Estes, Jr. Diaries of Army Service in France",4 March 1919|5 March 1919|6 March 1919|7 March 1919|8 March 1919|9 March 1919|10 March 1919|11 March 1919|12 March 1919|14 March 1919|15 March 1919|16 March 1919|17 March 1919|18 March 1919|19 March 1919|20 March 1919|21-22 March 1919|23 March 1919|24 March 1919|25 March 1919|26 March 1919|27 March 1919|28 March 1919|29 March 1919|30 March 1919|31 March 1919|1 April 1919|2 April 1919|3 April 1919|4 April 1919|5 April 1919|6 April 1919|7 April 1919|8 April 1919|9 April 1919|10-11 April 1919|13 April 1919|13 April 1919|14 April 1919|15 April 1919|16-17 April 1919|18 April 1919|19 April 1919|20 April 1919|21 April 1919|22 April 1919|23 April 1919|24 April 1919|25 April 1919|26 April 1919|27 April 1919|28 April 1919|29-30 April 1919|1 May 1919|2-3 May 1919|4 May 1919|5 May 1919|Final report of surgical team no. 104,"",Primary language: English.,eng,1919,France
