shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 2992,Phra ʻAphaimanī.|พระอภัยมณี,"Title, f. A01 lower|Note, upside down in white chalk, f. A28 upper|Title, f. B01 lower|Text, upside down, f. B29 upper","Sunthō̜n Phū, 1786-1855",In Thai,tha,"",""
