shelfmark,title,additional_titles,authors,language,language_codes,date,place
Penn Museum 51-9-11 51-9-11,Anattalakkhaṇasutta,"Title page, f.3r|Discourse on Non-self, f.6r|Annotation in Thai, left margin, f.7r|Correction, f.16v|Correction in Thai, f.18r|Correction, f.20v|Correction, f.22r|Correction, f.24r|Correction, f.25v|Correction, f.29r|Cancellation, f.29v|Correction, f.30r|Correction, f.31r|Correction, f.32r|Correction, f.33r|Correction, f.35v|Correction, f.36r","",In Pali and Thai,pli|tha,"",""
