shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 431/24,"Summa de casibus conscientiae, III-VI",Liber III|Liber IV|Liber V|Liber VI|Tabula de expositione vocabulorum difficilium|Tabula|Tabula,"",Latin,lat,"",Southern Germany
