shelfmark,title,additional_titles,authors,language,language_codes,date,place
973.781 Sn62,Civil War diaries,"Jan 01, 1862|Jan 02-03, 1862|Jan 04-05, 1862|Jan 06-07, 1862|Jan 08-09, 1862|Jan 10-11, 1862|Jan 12-13, 1862|Jan 14-15, 1862|Jan 16-17, 1862|Jan 18-19, 1862|Jan 20-21, 1862|Jan 22-23, 1862|Jan 24-25, 1862|Jan 26-27, 1862|Jan 28-29, 1862|Jan 30-31, 1862|Feb 01-02, 1862|Feb 03-04, 1862|Feb 05-06, 1862|Feb 07-08, 1862|Feb 09-10, 1862|Feb 11-12, 1862|Feb 13-14, 1862|Feb 15-16, 1862|Feb 17-18, 1862|Feb 19-20, 1862|Feb 21-22, 1862|Feb 23-24, 1862|Feb 25-26, 1862|Feb 27-28, 1862|Mar 01-02, 1862|Mar 03-04, 1862|Mar 05-06, 1862|Mar 07-08, 1862|Mar 09-10, 1862|Mar 11-12, 1862|Mar 13-14, 1862|Mar 15-16, 1862|Mar 17-18, 1862|Mar 19-20, 1862|Mar 21-22, 1862|Mar 23-24, 1862|Mar 25-26, 1862|Mar 27-28, 1862|Mar 29-30, 1862|Mar 31-Apr-01, 1862|Apr 02-03, 1862|Apr 04-05, 1862|Apr 06-07, 1862|Apr 08-09, 1862|Apr 10-11, 1862|Apr 12-13, 1862|Apr 14-15, 1862|Apr 16-17, 1862|Apr 18-19, 1862|Apr 20-21, 1862|Apr 22-23, 1862|Apr 24-25, 1862|Apr 26-27, 1862|Apr 28-29, 1862|Apr 30-May-01, 1862|May 02-03, 1862|May 04-05, 1862|May 06-07, 1862|May 08-09, 1862|May 10-11, 1862|May 12-13, 1862|May 14-15, 1862|May 16-17, 1862|May 18-19, 1862|May 20-21, 1862|May 22-23, 1862|May 24-25, 1862|May 26-27, 1862|May 28-29, 1862|May 30-31, 1862|June 01-02, 1862|June 03-04, 1862|June 05-06, 1862|June 07-08, 1862|June 09-10, 1862|June 11-12, 1862|June 13-14, 1862|June 15-16, 1862|June 17-18, 1862|June 19-20, 1862|June 21-22, 1862|June 23-24, 1862|June 25-26, 1862|June 27-28, 1862|June 29-30, 1862|July 01-02, 1862|July 03-04, 1862|July 05-06, 1862|July 07-08, 1862|July 09-10, 1862|July 11-12, 1862|July 13-14, 1862|July 15-16, 1862|July 17-18, 1862|July 19-20, 1862|July 21-22, 1862|July 23-24, 1862|July 25-26, 1862|July 27-28, 1862|July 29-30, 1862|July 31-Aug-01, 1862|Aug 02-03, 1862|Aug 04-05, 1862|Aug 06-07, 1862|Aug 08-09, 1862|Aug 10-11, 1862|Aug 12-13, 1862|Aug 14-15, 1862|Aug 16-17, 1862|Aug 18-19, 1862|Aug 20-21, 1862|Aug 22-23, 1862|Aug 24-25, 1862|Aug 26-27, 1862|Aug 28-29, 1862|Aug 30-31, 1862|Sept 01-02, 1862|Sept 03-04, 1862|Sept 05-06, 1862|Sept 07-08, 1862|Sept 09-10, 1862|Sept 11-12, 1862|Sept 13-14, 1862|Sept 15-16, 1862|Sept 17-18, 1862|Sept 19-20, 1862|Sept 21-22, 1862|Sept 23-24, 1862|Sept 25-26, 1862|Sept 27-28, 1862|Sept 29-30, 1862|Oct 01-02, 1862|Oct 03-04, 1862|Oct 05-06, 1862|Oct 07-08, 1862|Oct 09-10, 1862|Oct 11-12, 1862|Oct 13-14, 1862|Oct 15-16, 1862|Oct 17-18, 1862|Oct 19-20, 1862|Oct 21-22, 1862|Oct 23-24, 1862|Oct 25-26, 1862|Oct 27-28, 1862|Oct 29-30, 1862|Oct 31-Nov-01, 1862|Nov 02-03, 1862|Nov 04-05, 1862|Nov 06-07, 1862|Nov 08-09, 1862|Nov 10-11, 1862|Nov 12-13, 1862|Nov 14-15, 1862|Nov 16-17, 1862|Nov 18-19, 1862|Nov 20-21, 1862|Nov 22-23, 1862|Nov 24-25, 1862|Nov 26-27, 1862|Nov 28-29, 1862|Nov 30-Dec-01, 1862|Dec 02-03, 1862|Dec 04-05, 1862|Dec 06-07, 1862|Dec 08-09, 1862|Dec 10-11, 1862|Dec 12-13, 1862|Dec 14-15, 1862|Dec 16-17, 1862|Dec 18-19, 1862|Dec 20-21, 1862|Dec 22-23, 1862|Dec 24-25, 1862|Dec 26-27, 1862|Dec 28-29, 1862|Dec 30-31, 1862","",Primary language: English.,eng,1862,"Venango, Pa.|Harrisburg, Pa.|Maryland"
