shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 18229,Maḥzor (מחזור),Services for the week-days|'Inyan Shabat|'Inyan Rosh ḥodesh|'Inyan Ḥanukah|῾Asarah be-ṭevet|Arba῾ah parashiyot|Tsom Ester ṿe-Purim|Services for Shabat ha-gadol and Pesaḥ|'Inyan Shavu῾ot|Shiv῾ah ῾asar be-tamuz|Tish῾ah be-av|῾Aseret yeme teshuvah|'Inyan Rosh ha-Shanah|Seder Yom Kipur|'Inyan Sukot|Table of contents,"",Hebrew,he,"",Italy
