shelfmark,title,additional_titles,authors,language,language_codes,date,place
MikvehIsrael.WeittheimBookOfCircumcisions1810-1829,"Circumcision book of Dr. A. J. Weirtheim, 1810-1829","","","Dutch, Flemish",dut,"",United States
