shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 6570,Nevi᾿im u-khetuvim (נביאים וכתובים),Joshua|Judges|Samuel|Kings|Isaiah|Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Kings|Psalms|Job|Proverbs|Daniel|Ezra-Nehemiah|Chronicles|Song of Songs|Lamentations|Ecclesiastes|Esther|List of hafṭarot,"",Hebrew,he,"",""
