shelfmark,title,additional_titles,authors,language,language_codes,date,place
CAJS Rar Ms 135,Hādhā kitāb munyat al-muṣallī.|هذا كتاب منية المصلي,Hādhā kitāb munyat al-muṣallī.|Shurūṭ al-ṣalāh|Muqaddimah-yi Abū al-Layth|Munyat al-muṣallī,"",Arabic and Ottoman Turkish,ara|ota,A.H. 1160 (1747),Turkey?
