shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1560,Novum testamentum domini nostri Jesu Christi,"Lectionary, f. 1r|Prologue to Matthew, f. 1v|Matthew, f. 2r|Prologue to Mark, f. 9r|Mark, f. 9v|Prologues and Gospel of Luke, f. 14r|Prologue and Gospel of John, f. 22r|Romans (End of John and beginning of Romans missing), f. 28r|Argument and Epistle to the Corinthians 1, f. 30v|Argument and Epistle to the Corinthians 2, f. 34r|Argument and Epistle to the Galatians, f. 36r|Argument and Epistle to the Ephesians, f. 37r|Prologue and Epistle to the Philippians, f. 38r|Prologue and Epistle to the Colossians, f. 39r|Prologue and Epistle to the Thessalonians 1, f. 39v|Prologue and Epistle to the Thessalonians 2, f. 40r|Prologue and Epistle to Timothy 1, f. 40v|Prologue and Epistle to Timothy 2, f. 41v|Prologue and Epistle to Titus, f. 42r|Prologue and Epistle to Philemon, f. 42v|Prologue and Epistle to the Hebrews, f. 42v|Prologue and Acts of the Apostles, f. 45r|James, f. 53r|Prologue to the Canonical Epistles, f. 53r|Peter 1, f. 54r|Peter 2, f. 54v|John 1, f. 55r|John 2, f. 56r|Jude, f. 56r|Prologue and Book of Revelation, f. 56v|Metrical digest of the Gospels of Matthew, Mark, and Luke, f. 60v","",Latin,lat,between 1235 and 1270,England?
