shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 24,"Lawrence hours, use of Cambrai","Calendar from the region of Valenciennes-Mons, in French|Prayers and Psalms|Ordinary of the Mass|Hours of the Virgin|Office of the Holy Cross|Office of the Holy Spirit|Suffrage to St. Barbara|Penitential Psalms and Litany|Office of the Dead|Fifteen joys of the Virgin","","Latin; Middle French (ca. 1400-1600); Dutch, Flemish; Dutch, Flemish; German",lat|frm dut nld ger,"","French Flanders region of Valenciennes-Mons, France"
