shelfmark,title,additional_titles,authors,language,language_codes,date,place
18,Traictie des VII fruis de tribulacion,"Ownership inscriptions; inscription from 1538|Traictie des VII fruis de tribulacion|Table of contents, 17th century|Latin devotional prayer, Circa passionem domini","",Middle French (ca. 1400-1600); Latin,frm|lat,"",France
