shelfmark,title,additional_titles,authors,language,language_codes,date,place
Rendel Harris 37,Kitāb Ṣalawāt al-nahārīyah.|كتاب صلوات النهارية,Kitāb Ṣalawāt al-nahārīyah.|Shuhūr al-sanah,"",Arabic,ara,17--?-1875?,Lebanon?
