shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 11639,Miscellany קובץ,Exodus|Leviticus|Numbers|Deuteronomy|Hafṭarot|Targum of the Hafṭarot|Tiḳun soferim|Song of Songs|Ruth|Ecclesiastes|Sefer maʿarakhah|Sidur|Special portions|Pirḳe avot|Prayers|Hagadah|Targum Be-shalakh|Targum of Exodus 19|Prayers|Hosh῾anot|Pieces for Simḥat Torah|Ma῾arivim|Seder parashiyot|On marriage and birth|Rules for Seder Pesaḥ|Birkat lulav|Hilkhot ha-sheḥitah|Tsiduḳ ha-din|Formulae for legal documents|Taḳanot against informers|Taḳanot Rabenu Gershom|Seder ḥalitsah|Yotsrot|Yotsrot|Ofanim|Yotsrot le-Rosh ha-shanah|Service for Yom Kipur|Lel Yom Kipur|Lamentations|Esther|Moladot|Penitentary prayers|Seliḥot u-petiḥot|Pizmonim|Tokhaḥot|῾Aḳedot|An index of poetical pieces|Mezuzah|Pesuḳim|Metrical pieces|Calendar tables|Sefer mitsṿot ḳatan|Perush azharot|Commentary on poetical pieces|An addition to Megilat Ta῾anit|Sedarim aḥerim|Sefer tarshish|A commentary on piyuṭim|A commentary on piyuṭim|Gimaṭriyot aḥerim|Dinim le-yamim ṭovim,"",Hebrew,he,"",Unknown
