shelfmark,title,additional_titles,authors,language,language_codes,date,place
X892.8 N651 Folio,Khamsah.|[خمسه],[Khamsah]|Sharaf-nāmah-ʼi Iskandarī|Final page of Khusraw va Shīrīn|Laylī va Majnūn|Haft paykar|Makhzan al-asrār,"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",Persian,per,16--?,Iran?
