shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 1131,Theological miscellany,"Commentary on Biblical references, f. 1r|Commentary on De fide catholica, f. 6r|Distinctiones magistri super quattuor libros sententiarum, f. 94r|De virtutibus et vitiis variis, f. 154r|Postilla, f. 186r|Quaestiones pulchre de contritione, f. 187v|Sermons and commentary on the Gospels, f. 189r|Sermones quadragesimales, f. 283v|Extracts, f. 297v|Super sapientam, f. 298r|Sermo, f. 299v|Sermo in consilio basiliensi de contemplatione, f. 302v|Sermo in sexagesima, f. 307v|Sermo, f. 308v|Commentary on Robert Holkot, f. 310r|Utrum peccata dismissa redeantur, f. 310v|Passio Iesu Christi, f. 311r|Extract, f. 321v|Septem sunt causa, f. 322r","Jordan, von Quedlinburg, d. 1380|Holkot, Robertus, d. 1349|Segovia, Juan de, 1393-1458|Raymond, of Peñafort, Saint, 1175?-1275|Bonaventure, Saint, Cardinal, approximately 1217-1274|Jacobus, de Voragine, ca. 1229-1298",Latin,lat,ca. 1440-1460,Germany
