shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 2091,Nevi᾿im u-Khetuvim (נביאים וכתובים),Judges|Samuel|Kings|Jeremiah|Isaiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi|Ruth|Psalms|Job|Proverbs|Song of Songs|Ecclesiastes|Lamentations|Esther|Daniel|Ezra|Chronicles,"",Hebrew,he,"",Germany
