shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 8,Fragments from a Gradual,"Notations in ink|Notations in ink|Notations in ink|Gradual|Calendar|Obituary of Margaret, Duchess of Burgundy (January 23, 1423)|Obituary of Isabella, wife of Philip the Good, Duke of Burgundy (December 16, 1471)","",Latin,lat,"","Dijon, Burgundy, France"
