shelfmark,title,additional_titles,authors,language,language_codes,date,place
PM95.Z11,Autograph Album of Henry Melchior Muhlenberg,"","","Primary language: German. Secondary languages: Greek, Ancient (to 1453); Latin; English; French; Hebrew.",ger|grc lat eng fre heb,From 1737 to 1742,Holy Roman Empire of the German Nation and Great Britain
