shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 682,John Clifford Diary,"List of flower seeds received|Purchases for 1804 and 1805|Continuation of list of flower seeds|Miscellaneous accounts|Miscellaneous accounts|List of trees purchased|Miscellaneous accounts|December 29-31, 1804|January 1-2, 1805|January 3-5, 1805|January 6-9, 1805|January 10-12, 1805|January 12-14, 1805|January 15-17, 1805|January 18, 1805|January 21-24, 1805|January 25-28, 1805|January 29-February 2, 1805|February 3-5, 1805|February 6-8, 1805|February 8-11, 1805|February 13-16, 1805|February 17-20, 1805|February 20-21, 1805|February 23-25, 1805|February 26-28, 1805|March 1-3, 1805|March 4-6, 1805|March 7-9, 1805|March 10-13, 1805|March 14-16, 1805|March 18-21, 1805|March 21-25, 1805|March 26-29, 1805|March 30-April 3, 1805|April 4-6, 1805|April 7-10, 1805|April 11-15, 1805|April 16-19, 1805|April 20-23, 1805|April 24-28, 1805|April 29-May 2, 1805|May 3-6, 1805|May 7-13, 1805|May 14-18, 1805|May 19-21, 1805|May 22-25, 1805|May 26-30, 1805|May 31-June 4, 1805|June 5-8, 1805|June 9-13, 1805|June 14-18, 1805|June 18-20, 1805|June 21-26, 1805|June 27-July 2, 1805|July 3-9, 1805|July 10-14, 1805|July 15-20, 1805|July 21-27, 1805|July 28-August 4, 1805|August 5-16, 1805|August 17, 1805|August 18-23, 1805|August 24-28, 1805|August 29-September 3, 1805|September 4-8, 1805|September 9-13, 1805|September 14-17, 1805|September 18-22, 1805|September 23-28, 1805|September 29-October 3, 1805|October 4-8, 1805|October 9-13, 1805|October 14-20, 1805|October 20-22, 1805|October 23-25, 1805|October 26-November 1, 1805|November 2-7, 1805|November 8-15, 1805|November 15-24, 1805|November 25-December 1, 1805|December 2-8, 1805|December 9-17, 1805|December 18-23, 1805|December 24-30, 1805|December 31, 1805-January 7, 1806|January 8-14, 1806|January 15-22, 1806|January 23-28, 1806|January 29-February 3, 1806|February 4-11, 1806|February 12-14, 1806|February 15-18, 1806|February 19-23, 1806|February 24-March 1, 1806|March 2-7, 1806|March 8-12, 1806|March 13-18, 1806|March 19-24, 1806|March 26-28, 1806|March 29-April 1, 1806|April 2-5, 1806|April 6-8, 1806|April 8-10, 1806|April 10-12, 1806|April 13-16, 1806|April 17-20, 1806|April 21-22, 1806|April 23-26, 1806|April 26-30, 1806|April 30-May 3, 1806|May 4-8, 1806|May 9-13, 1806|May 14-19, 1896|May 20-25, 1806|May 26-31, 1806|June 1-5, 1806|June 6-10, 1806|June 11-14, 1806|June 15-19, 1806|June 20-23, 1806|June 24-29, 1806|June 30-July 3, 1806|July 4-17, 1806|July 17, 1806|July 17-21, 1806|July 22-29, 1806|July 30-August 4, 1806|August 5-12, 1806|August 13-21, 1806|August 22-27, 1806|August 28-September 1, 1806|September 2-7, 1806|September 8-12, 1806|September 13-18, 1806|September 19-24, 1806|October 16-17, 1806|October 18-23, 1806|October 24, 1806|October 24-29, 1806|October 30-November 8, 1806|November 10-18, 1806|November 19-25, 1806|November 26-December 2, 1806|December 3-9, 1806|December 11-15, 1806|December 16-23, 1806|December 24-30, 1806|January 1-5, 1807|January 7-10, 1807|January 11-31, 1807|February 1-4, 1807|February 5-11, 1807|February 12-19, 1807|February 20-25, 1807|February 26-March 6, 1807|March 7-9, 1807|March 10-14, 1807|March 15-19, 1807|March 23-24, 1807|March 25-29, 1807|April 2-3, 1807|April 4-6, 1807|April 7-9, 1807|April 10-13, 1807|April 14-16, 1807|April 17-20, 1807|April 21-25, 1807|April 26-30, 1807|May 1-2, 1807|May 3-9, 1807|May 10-15, 1807|May 16-19, 1807|May 20-25, 1807|May 26-30, 1807|May 31-June 6, 1807|June 7-10, 1807|June 11-15, 1807|June 16-23, 1807|June 24-29, 1807|June 30-July 6, 1807|July 7-11, 1807|July 12-31, 1807|August 1-8, 1807|August 9-16, 1807|August 17-22, 1807|August 23-29, 1807|August 30-September 5, 1807|September 5-14, 1807|September 15-21, 1807|September 22-29, 1807|October 1-5, 1807|October 6-13, 1807|October 14-20, 1807|October 21-27, 1807|October 28-November 2, 1807|November 3-12, 1807|November 13-19, 1807|November 21-30, 1807|December 1-7, 1807|December 9-21, 1807|December 22-31, 1807|January 1-11, 1808|January 12-21, 1808|January 22-29, 1808|January 30-February 5, 1808|February 6-12, 1808|February 16-24, 1808|February 25-March 4, 1808|March 5-11, 1808|March 12-19, 1808|March 20-23, 1808|March 24-30, 1808|March 31-April 6, 1808|April 7-15, 1808|April 16-24, 1808|April 25-May 2, 1808|May 3-10, 1808|May 11-20, 1808|May 21-30, 1808|May 31-June 9, 1808|June 10-14, 1808|June 15-23, 1808|June 25-July 2, 1808|July 3-12, 1808|July 13-23, 1808|July 24-August 5, 1808|August 6-15, 1808|August 16-25, 1808|August 26-September 4, 1808|September 5-October 4, 1808|October 6-15, 1808|October 16-30, 1808|October 31-November 13, 1808|November 14-27, 1808|November 28-December 6, 1808|December 7-21, 1808|December 22, 1808-January 1, 1809|January 2-15, 1809|January 15-31, 1809|February 1-15, 1809|February 16-March 4, 1809|March 5-18, 1809|March 19-30, 1809|March 31-April 11, 1809|April 12-27, 1809|April 28-May 14, 1809|May 15-29, 1809|May 30-June 13, 1809|June 14-28, 1809|June 29-July 9, 1809|July 10-26, 1809|July 27-August 7, 1809|August 13-24, 1809|August 25-September 6, 1809|September 7-19, 1809|September 20-October 3, 1809|October 4-20, 1809|October 20-November 1, 1809|November 2-12, 1809|November 13-25, 1809|November 26-December 11, 1809|December 15-21, 1809|December 22-27, 1809|December 28-31, 1809|Acounts, October-December 1809|Accounts, October-December 1809, continued|Accounts, June-September 1808|Accounts, September-December 1808|Accounts, December 1808-April 1809|Accounts, April-July 1809|Account, July-October, 1809|Money expended for sundry purposes, 1807|Money expended for family use, 1807-1808|Money expended for family use, 1808|Accounts, March-June 1807|Fruit harvest times, by Daniel Smith and Company (pasted over ""Sales of the effects of William G. Smith, Bankrupt"")|Fruit harvest times, by Daniel Smith and Company, continued  (pasted over ""Sales of the effects of William G. Smith, Bankrupt"")|Fruit harvest times, by Daniel Smith and Company, continued  (pasted over ""Sales of the effects of William G. Smith, Bankrupt"")|July 22, 1788|July 19, 1788|July 18, 1788|July 16, 1788|July 15, 1788|July 14, 1788|July 2, 1788|July 1, 1788|Sales of the effects of William G. Smith, Bankrupt|Marketing expenses|Accounts|Invoice of Merchandize purchased by Jonathan G. Williams for account of Mr. John Clifford, 1812|Genealogical notes on the Pemberton family|Witnesses to the marriage of Phineas Pemberton and his second wife Alice Hodgson on March 18, 1699","",Primary language: English.,eng,From 1784 to 1812,Philadelphia (Pa. )
