shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 700 Item 161,"Vocabulario de la lengua de los huatusos dados por Vicente Quadra, indio huatuso de anos 18 o 20 años","","Berendt, C. Hermann 1817-1878|Boniche, Manuel|Lévy, Pablo|Flint, Earl","Spanish and Guatuso, with 1 letter in French, 1 draft letter in English, and a few notes and a fragment of a letter in German",spa|cai fre eng ger,1874-June 1876,"San Carlos, Costa Rica ;|Granada, Nicaragua ;|Masaya ;|New York ;"
