shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 203,Commentaries on the logical works of Aristotle,"Isagoge Porphiriana, f. 1r|Liber Categoriarum Aristotelis, f. 58r|Commentarius in libros De interpretatione, f. 93v|Commentarius in libros Posteriorum, f. 104r|Breves dialecticae institutiones, f. 115r|Philosophical work, f. 174r|Commentarius [on the Topics], f. 217r","",Latin,"",1666,France?
