shelfmark,title,additional_titles,authors,language,language_codes,date,place
973.781 Sn62,Civil War diaries,"IFC 1865|Jan 01, 1865|Jan 02-03, 1865|Jan 04-05, 1865|Jan 06-07, 1865|Jan 08-09, 1865|Jan 10-11, 1865|Jan 12-13, 1865|Jan 14-15, 1865|Jan 16-17, 1865|Jan 18-19, 1865|Jan 20-21, 1865|Jan 22-23, 1865|Feb 01-02, 1865|Feb 03, 1865|Feb 05-06, 1865|Feb 07-08, 1865|Feb 09-10, 1865|Feb 11, 1865|Feb 17, 1865|Feb 21-22, 1865|March 09, 1865|March 14, 1865|March 17, 1865|March 19, 1865|April 06-07, 1865|April 14, 1865|May 23, 1865|May 24, 1865|Dec 11-01, 1865|Dec 11-02, 1865|Dec 23, 1865|01 Jan, 1865|02 Feb, 1865|03 March, 1865|04 April, 1865|05 May, 1865|06 June, 1865|07 July, 1865|08 Aug, 1865|09 Sept, 1865|10 Oct, 1865|11 Nov, 1865|12 Dec, 1865|14 Sum-01, 1865|14 Sum-02, 1865|15 Sum-03, 1865|16 IBC, 1865","",Primary language: English.,eng,1865,"Venango, Pa."
