shelfmark,title,additional_titles,authors,language,language_codes,date,place
"Islamic Manuscripts, Garrett no. 1S",Kitāb Kāmil al-ṣināʻah al-ṭibbīyah al-maʻrūf bi-al-Malakī /|كتاب كامل الصناعة الطبية المعروف بالملكي,Title Page|[Juzʾ 1]: Maqālah 1|[Juzʾ 1]: Maqālah 2|[Juzʾ 1]: Maqālah 3|[Juzʾ 1]: Maqālah 4|[Juzʾ 1]: Maqālah 5|[Juzʾ 1]: Maqālah 6|[Juzʾ 1]: Maqālah 7|[Juzʾ 1]: Maqālah 8|[Juzʾ 1]: Maqālah 9|[Juzʾ 1]: Maqālah 10|Juzʾ 2: Maqālah 1|Juzʾ 2: Maqālah 2|Juzʾ 2: Maqālah 3|Juzʾ 2: Maqālah 4|Juzʾ 2: Maqālah 5|Juzʾ 2: Maqālah 6|Juzʾ 2: Maqālah 7|Juzʾ 2: Maqālah 8|Juzʾ 2: Maqālah 9|Juzʾ 2: Maqālah 10|Colophon,"Majūsī, ʻAlī ibn al-ʻAbbās, active 10th century-11th century","",ara,1190,Ḥarrān
