shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 310,Kitāb Talkhīṣ al-Miftāḥ ...|كتاب تلخيص المفتاح,Talkhīṣ al-Miftāḥ|al-Risālah al-ʻAḍudīyah.|al-Risālah fī ʻilm al-hayʼah|Risālat al-ḥisāb,"Kāshī, Jamshīd ibn Masʻūd, -approximately 1436|Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad, -1355?|Qūshjī, ʻAlī ibn Muḥammad, -1474 or 1475|Qūshjī, ʻAlī ibn Muḥammad, -1474 or 1475",Arabic and Persian,ara|per,1574-1577,Iran?
