shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 481,"Versione italiana delle laide opera, versione elegantie latini sermonis Johannis Meursii pseud. of Chorier, e precisamente dei cinque ... dialogi","La disputa, p. 1 [=3]|Il puttanezzo, p. 5 [=7]|La fabrica, p. 10 [=12]|Il duello, p. 40 [=18]|Le libidini, p. 104 [=34]","",Italian,ita,17--,Italy
