shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 380,Pros mathēmatikous ... etc.,"Pros grammatikous, f. 5r|Against rhetoricians, f. 35v|Against geometricians, f. 46v|Against arithmeticians, f. 57v|Pros astrologous, f. 60v|Pros mousikous, f. 69v|Pros logikous, f. 75v|Against physicists, f. 167v|Pros ethikous, f. 243v [=238v]|Dialexeis or Dissoi logoi, f. 267r [=262r]","Sextus, Empiricus",Ancient Greek,grc,between 1430 and 1450,Italy
