shelfmark,title,additional_titles,authors,language,language_codes,date,place
Penn Museum 29-170-11 29-170-11,Elementary lesson book,"Title, Upper cover|Gift inscription in English, white ink, Upper cover|Owner note in English, f. A01|A part of the table with the final B pronounced P, f. A01|A reading lesson in verse ..., f. A05|Syllables with the final M, f. A07|A reading lesson, f. A15|Table of syllables containing diphthongs, tripthongs, etc. f., A18|Owner note in English, white ink, f. A28 lower|Title, Lower cover|A reading lesson, f. B05|End of Thai text, f. B08|Second gift inscription, in pencil, 1852, f. B20|Owner note, f. B24","","Thai, with notes in English",tha|eng,"",""
