shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 724,Biblia,"Prologue, f. 1r|Genesis, f. 3v|Exodus, f. 18v|Leviticus, f. 31r|Numbers, f. 40r|Deuteronomy, f. 52v|Joshua, f. 64v|Judges, f. 72v|Ruth, f. 81v|Kings 1, f. 83v|Kings 2, f. 92r|Kings 3, f. 101v|Kings 4, f. 112r|Chronicles 1, f. 121v|Chronicles 2, f. 130r|Esdras 1, f. 140r|Nehemiah, f. 142v|Esdras 2, f. 146r|Tobit, f. 150r|Judith, f. 152v|Esther, f. 156r|Job, f. 159v|Psalms, f. 166r|Proverbs, f. 180r|Ecclesiastes, f. 184v|Song of Solomon, f. 186v|Wisdom, f. 187v|Ecclesiasticus, f. 191r|Isaiah, f. 201r|Jeremiah, f. 213r|Lamentations, f. 226v|Baruch, f. 228r|Ezekiel, f. 230r|Daniel, f. 242r|Hosea, f. 247v|Joel, f. 249v|Amos, f. 250r|Obadiah, f. 251v|Jonah, f. 252r|Micah, f. 252v|Nahum, f. 253v|Habakkuk, f. 254v|Zephaniah, f. 255r|Haggai, f. 255v|Zachariah, f. 256r|Malachi, f. 258r|Maccabees 1, f. 259r|Maccabees 2, f. 267r|Matthew, f. 272v|Mark, f. 280v|Luke, f. 285v|John, f. 294r|Romans, f. 300r|Corinthians 1, f. 303r|Corinthians 2, f. 305v|Galatians, f. 307v|Ephesians, f. 308v|Philippians, f. 309v|Colossians, f. 310r|Thessalonians 1, f. 311r|Thessalonians 2, f. 311v|Timothy 1, f. 312r|Timothy 2, f. 312v|Titus, f. 313r|Philemon, f. 313v|Hebrews, f. 313v|Acts, f. 316r|James, f. 324r|Peter 1, f. 324v|Peter 2, f. 325v|John, f. 326r|John 2, f. 326v|John 3, f. 326v|Revelation, f. 327r","",Latin,lat,ca. 1275-1299,"Arras, France"
