shelfmark,title,additional_titles,authors,language,language_codes,date,place
X893.7 H22,al-Maqāmāt.|المقامات,al-Maqāmāt|Risālah al-shīnīyah|Risālah al-sīnīyah,"Ḥarīrī, 1054-1122|Ḥarīrī, 1054-1122|Ḥarīrī, 1054-1122",Arabic,ara,1820,Dayr al-Qamar
