shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 1,De amore et dilectione Dei (On the love and favor of God); De doctrina dicendi et tacendi (On the doctrine of speaking and keeping silent); De ritu et moribus Indorum (On the rites and ways of the Indians); Historia de preliis Alexandri Magni (History of the battles of Alexander the Great); Pseudo-Sibylline Prophecy; Sermones quattuor (Four sermons),"Albertano da Brescia, Liber de doctrina dicendi et tacendi|Albertano da Brescia, Liber consolationis et consilii|Albertano da Brescia, De amore et dilectione|Albertano da Brescia, Sermons|Archipresbyter Leo, Historia de preliis|Prester John, De ritu et moribus Indorum|Pseudo-Sibylline prophecy","",Latin,lat,"","Bologna?, Italy"
