shelfmark,title,additional_titles,authors,language,language_codes,date,place
1945‑65‑16,Book of Hours for Rome Use,"Calendar|Hours of the Holy Spirit|Hours of the Cross|Mass of the Virgin|Gospel Lessons|Obsecro te followed by O intemerata|Suffrages|Hours of the Virgin|Office of the Virgin for Advent|Penitential Psalms, followed by Litany and prayers|Office of the Dead","",Latin,lat,"",Flanders
