shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 66,Midrash Daṿid (Be-reshit) (מדרש דוד (בראשית)),Be-reshit|Hafṭarah|Noaḥ|Hafṭarah|Lekh lekha|Ṿa-yera|Hafṭarah|Ḥaye Sarah|Hafṭarah|Toledot|Hafṭarah|Ṿa-yetse|Hafṭarah|Ṿa-yishlaḥ|Hafṭarah|Ṿa-yeshev|Hafṭarah|Mi-ḳets|Hafṭarah|Ṿa-yigash|Hafṭarah|Ṿa-yeḥi|Naso,"",Arabic; Hebrew,ara|he,"",""
