shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1913,al-Risālah al-dāmighah lil-fāsiq... etc..|الرسالة الدامغة للفاسق... [إلخ.],al-Risālah al-dāmighah lil-fāsiq... [etc.].|Risālah al-dāmighah lil-fāsiq al-radd ʻalá al-Nuṣayrī laʻanahu al-Mawlá fī kull kawr wa-dawr|Risālat al-Tanzīh ilá jamāʻat al-Muwaḥḥidīn|al-Mawsūmah bi-risālat al-nisāʼ al-kabīrah|al-Ṣubḥah al-kāʼinah|Nuskhat Sijill al-Mujtabá|Taqlīd al-Riḍá|Nuskhat Taqlīd al-Muqtaná|Mukātabah ilá ahl al-Kudīyah al-baydāʼ|Risālat al-Inṣināʼ|Sharṭ al-Imām ṣāḥib al-kashf|al-Risālah allatī ursilat ilá Walī al-ʻAhd|Risālat Khumār ibn Jaysh al-Sulaymānī al-ʻAkāwī|al-Munājāh munājāt Walī al-ḥaqq|al-Duʻāʼ al-mustajāb|Taqdīs duʻāʼ al-sādiqīn|Dhikr maʻrifat al-Imām wa-asmāʼ al-Ḥudūd al-ʻulwīyah rūḥānī wa-jusmānī|Risālat al-Taḥdhīr wa-al-tanbīh|al-Risālah al-mawsūmah bi-al-Iʻdhār wa-al-indhār|Risālat al-Ghaybah|Kitab fihi taqsīm al-ʻulūm wa-ithbāt al-ḥaqq wa-kashf al-maknūn|al-Mawsūmah bi-Risālah al-zinād|al-Mawsūmah bi-Risālah al-Shamʻah|al-Mawsūmah bi-al-Rushd wa-al-hidāyah|Shiʻr al-Nafs wa-mā tawfīqī illā billāh|al-Risālah al-munfadhah ilá al-Qāḍī|Nuskhat mā katabahu al-Qarmaṭī ilá mawlānā al-Ḥākim,"Ḥamzah ibn ʻAlī ibn Aḥmad, active 1015-1020|Muqtaná, Bahāʼ al-Dīn ʻAlī ibn Aḥmad, active 1015-1020|Ḥākim bi-Amr Allāh, Caliph of Egypt, 985-approximately 1021",Arabic,ara,17-- or 18--?,""
