shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 229,Mathew Carey diary,"December 15, 1822|March 11, 1823|March 12, 1823|March 29, 1823|April 16, 1823|June 11-21, 1823|November 19-30, 1824|December 1, 1824|December 2, 1824|January 19, 1825|January 23-24, 1825|January 25, 1824|January 26-27, 1824|January 28, 1824|October 17, 1825|November 2, 1825|November 3, 1825|November 4, 1825|November 5, 1825|November 6, 1825|November 7, 1825|November 8, 1825|November 9-10, 1825|November 11-12, 1825|November 13-15, 1825|November 16-17, 1825|November 18-19, 1825|November 20, 1825|November 21, 1825|November 22, 1825|November 23-24, 1825|November 25-26, 1825|November 27-28, 1825|November 29-30, 1825|December 1, 1825|December 2, 1825|December 3-4, 1825|December 5-7, 1825|December 8-9, 1825|December 10-16, 1825|December 17-19, 1825|December 20-21, 1825|December 22, 1825|December 23, 1825|December 24, 1825|December 25-26, 1825|December 27, 1825|December 28-29, 1825|December 30, 1825|December 31, 1825|January 1, 1826|January 2, 1826|January 3, 1826|January 4, 1826|January 5-7, 1826|January 8, 1826|January 9-10, 1826|January 11, 1826|January 12, 1826|January 13, 1826|January 14, 1826|January 15, 1826|January 16-18, 1826|January 19, 1826|January 20, 1826|January 21, 1826|January 22-23, 1826|January 24-25, 1826|January 26-27, 1826|January 28, 1826|January 29-30, 1826|January 31, 1826|February 1-2, 1826|February 3-4, 1826|February 6-8, 1826|February 9-10, 1826|February 5, 1826|February 11, 1826|February 12, 1826|February 13-14, 1826|February 15-17, 1826|February 18-19, 1826|February 20, 1826|February 21-23, 1826|February 24, 1826|February 25-26, 1826|February 27-28, 1826|March 1-2, 1826|March 3, 1826|March 4-5, 1826|March 6-7, 1826|March 8-9, 1826|March 10, 1826|March 11-13, 1826|March 14-16, 1826|March 17-18, 1826|March 19, 1826|March 20-21, 1826|March 22-24, 1826|March 25, 1826|March 26, 1826|March 27, 1826|March 28, 1826|March 29, 1826|March 30-31, 1826|April 1-2, 1826|April 3-5, 1826|April 6, 1826|April 7, 1826|April 8-9, 1826|April 10-11, 1826|April 12-13, 1826|April 14-15, 1826|April 16, 1826|April 17-19, 1826|April 20-21, 1826|April 22, 1826|April 23-24, 1826|April 25-27, 1826|April 28-30, 1826|May 1-4, 1826|May 5-6, 1826|May 7-8, 1826|May 9-10, 1826|May 11, 1826|May 12-13, 1826|May 14-16, 1826|May 17-18, 1826|May 19, 1826|May 20-21, 1826|May 22-23, 1826|May 24-25, 1826|May 26, 1826|May 27-28, 1826|May 29-31, 1826|June 1-2, 1826|June 3, 1826|June 4-5, 1826|June 6, 1826|June 7, 1826|June 8-9, 1826|June 10-12, 1826|June 13-14, 1826|June 15-16, 1826|November 13, 1822 [upside down]|November 13, 1822 [upside down]|November 13, 1822 [upside down]|November 13, 1822 [upside down]|November 13, 1822 [upside down]|November 13, 1822 [upside down]","",Primary language: English.,eng,From 1822 to 1826,Philadelphia (Pa.)
