shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 700 Item 210,"Aperçu sur l'île d'Aruba, ses habitants, ses antiquités, ses pétroglyphes","","Pinart, A. L. 1852-1911",French,fre,1890,Paris
